rank,total_deposits,bank_name,latitude,longitude,nearest_competitor_distance_km,branch_density_10km,state,city
65,27517035000.0,Banc of California,34.0616915,-118.4144964,4.649734432337517,3,California,Los Angeles
66,27382942000.0,SoFi Bank,30.5438964,49.1699656,488.30474700397224,0,Khuzestan Province,دهستان جراحی
67,26592282000.0,United Bank,38.351157,-81.6378371,0.0,3,West Virginia,Charleston
68,26559632000.0,Texas Capital Bank,32.7531869,-97.3326426,2.6452187820790902,2,Texas,Fort Worth
69,26482475000.0,Fulton Bank,40.7362336,-73.9937306,0.47060381181791106,33,New York,New York
70,26196760000.0,Commerce Bank,38.6276779,-90.1894157,0.0,9,Missouri,St. Louis
71,26148420000.0,First National Bank of Omaha,41.2348346,-96.1210023,2.509793585138204,11,Nebraska,Omaha
72,25327000000.0,BNY Mellon,51.5125419,-0.1024562,0.0,13,England,City of London
73,24326470000.0,MidFirst Bank,33.6080501,-112.0647141,10.100129159868283,0,Arizona,Phoenix
74,24241174000.0,United Community Bank,3.1892015,101.7311394,0.0,5,Kuala Lumpur,Kuala Lumpur
75,23977132000.0,Arvest Bank,39.0690777,-94.5525363,3.4039442991507576,10,Missouri,Kansas City
76,23836506000.0,FirstBank,44.3829661,26.1320409,0.0,3,,Bucharest
77,22991983000.0,First Interstate Bank,41.2133715,-96.1117154,2.509793585138204,28,Nebraska,Omaha
80,22015816000.0,Ameris Bank,33.7620248,-84.3878303,1.329050052182962,2,Georgia,Atlanta
81,21966925000.0,City National Bank of Florida,25.7743659,-80.1942957,6.617330711257298,2,Florida,Miami
82,21959209000.0,Simmons Bank,51.5132639,-0.0862317,0.2122645883359973,13,England,City of London
83,21588301000.0,Washington Federal Bank,47.5196392,-122.266537,7.473402404474551,1,Washington,Seattle
85,21112221000.0,Bank of Hawaii,21.3087776,-157.862083,5.619332185271212,3,Hawaii,Honolulu
86,20970665000.0,Eastern Bank,42.363486,-71.054636,0.5610076674987818,8,Massachusetts,Boston
87,20810915000.0,Glacier Bank,45.9952811,-112.5131631,76.53527579160078,0,Montana,Butte
88,20561746000.0,Atlantic Union Bank,37.5355275,-77.4359431,0.15940806570200847,11,Virginia,Richmond
91,20230264000.0,First Hawaiian Bank,21.9546345,-159.6665048,199.85811629246547,0,Hawaii,Waimea
92,19838783000.0,Cathay Bank,40.6166133,-73.9929439,1.961611971472553,25,New York,New York
93,19133891000.0,Customers Bank,39.9762188,-75.1570941,2.372193237322348,8,Pennsylvania,Philadelphia
95,18519274000.0,Provident Bank,40.7219986,-74.1500207,10.339582099554027,0,New Jersey,Newark
96,18505243000.0,Bank of China,22.4135377,113.9828786,806.2310455430485,0,Hong Kong,Tuen Mun District
97,18097184000.0,Centennial Bank,28.3633188,-81.2437637,0.0,1,Florida,
100,16874463000.0,FirstBank Puerto Rico,18.4274026,-66.0638477,0.6641194152713844,1,Puerto Rico,Río Piedras
101,15908572000.0,Rockland Trust Company,42.5304122,-71.2055224,7.3525331583307265,3,Massachusetts,Burlington
102,15478780000.0,The Central Trust Bank,0.3126002,32.5744281,4.786748259773921,1,Central Region,Kampala
103,15175012000.0,Trustmark National Bank,33.519281,-90.1795017,41.18021931996972,0,Mississippi,Greenwood
104,15174200000.0,Renasant Bank,36.1526903,-86.7974395,16.02642145348492,0,Tennessee,Nashville
106,14874335000.0,Apple Bank,40.6830243,-73.9957782,1.800520944262804,46,New York,New York
107,14760571000.0,TowneBank,35.2079459,-80.8248403,0.5023188018407959,2,North Carolina,Charlotte
108,14721298000.0,Pacific Premier Bank,34.0543291,-118.4641817,4.649734432337517,1,California,Los Angeles
109,14514368000.0,Bank of Hope,40.7440211,-73.9145977,1.8467442145435455,39,New York,New York
110,14508219000.0,First Merchants Bank,-15.7854413,35.0069921,55.81032023624143,0,Blantyre,Blantyre
112,14436329000.0,First Financial Bank,39.1391976,-84.4431146,0.0,9,Ohio,Cincinnati
113,14085584000.0,Community Bank,43.4769365,-75.3198885,0.0,10,New York,Village of Boonville
114,13990207000.0,Mechanics Bank,37.7938704,-122.4014681,0.0,12,California,San Francisco
115,13677444000.0,Banner Bank,47.6133833,-122.3157512,0.26134110189668697,5,Washington,Seattle
116,13321160000.0,Bremer Bank,44.9001758,-91.9315714,3.2357892427008377,1,Wisconsin,Menomonie
117,13313000000.0,Bank of America California,34.0536175,-118.2532727,1.2837150470479477,5,California,Los Angeles
118,13161765000.0,Enterprise Bank & Trust,33.6209387,-111.8929747,1.457453420214039,2,Arizona,Scottsdale
119,12749471000.0,State Bank of India,8.5386859,77.0212491,0.0,1,Kerala,
120,12679006000.0,Bell Bank,54.0720836,-2.0327687,26.3379099095129,0,England,Long Ashes Park
121,12598483000.0,First United Bank and Trust Company,37.7482756,-87.1136571,0.0,5,Kentucky,Owensboro
122,12581505000.0,Seacoast National Bank,27.4290859,-80.326377,118.19655642933834,0,Florida,Fort Pierce
123,12576712000.0,First Financial Bank,39.1391976,-84.4431146,0.0,9,Ohio,Cincinnati
124,12506747000.0,Northwest Bank,45.918411,-80.9270609,0.0,1,Ontario,Unorganized Centre Parry Sound
125,12468176000.0,Merchants Bank of Indiana,39.9263799,-86.1027174,3.8398249431287805,5,Indiana,Carmel
127,12039174000.0,Citizens Business Bank,34.16043,-118.2546718,3.568455434707432,1,California,Glendale
128,11952885000.0,Popular Bank,40.6478954,-74.0076321,1.9028380262772622,39,New York,New York
129,11938584000.0,NBT Bank,42.6490557,-73.7518459,0.1271908699298957,8,New York,City of Albany
131,11693991000.0,Dime Community Bank,40.8303119,-73.6843116,4.470294652723929,2,New York,Port Washington
132,11322359000.0,Sandy Spring Bank,38.9034018,-77.0210302,0.5204505002529024,15,District of Columbia,Washington
133,11235086000.0,FirstBank,44.3829661,26.1320409,0.0,3,,Bucharest
134,10933941000.0,PlainsCapital Bank,29.7398317,-95.4183489,0.6753347865210204,11,Texas,Houston
135,10770712000.0,First Bank,44.9405611,26.025349,0.0,10,,Ploiești
137,10696190000.0,Veritex Community Bank,29.7300625,-95.4131697,0.5034818778868065,12,Texas,Houston
138,10649229000.0,Stifel Bank,38.6299094,-90.1888435,0.25306087018876655,8,Missouri,St. Louis
141,10388313000.0,BancFirst,36.0142881,-95.8857861,0.5378231879919555,5,Oklahoma,Tulsa
142,10309166000.0,OceanFirst Bank,39.9575351,-74.3885023,19.90475022965734,0,New Jersey,Manchester Township
143,10028931000.0,Berkshire Bank,40.6342538,-73.993151,0.0,38,New York,New York
144,10024728000.0,Busey Bank,38.5884946,-90.2442065,0.9505784573334475,10,Missouri,St. Louis
145,9950424000.0,First Commonwealth Bank,32.8400325,-117.2739982,13.876426921755847,0,California,San Diego
147,9934489000.0,Oriental Bank,3.1450321,101.6971096,6.196489682430695,5,Kuala Lumpur,Kuala Lumpur
149,9591386000.0,First Foundation Bank,37.8081306,-122.2658556,0.5893134131517386,8,California,Oakland
150,9419824000.0,Safra National Bank of New York,40.7556259,-73.9795491,0.10165635008803883,31,New York,New York
151,9291538000.0,EagleBank,38.9016826,-77.040359,0.8106919548612213,15,District of Columbia,Washington
152,9200030000.0,"BANCO BILBAO VIZCAYA, S.A.",19.5146314,-99.1349864,736.5548291650075,0,Mexico City,Mexico City
155,8914506000.0,Beal Bank USA,27.964754,-82.512482,1.7552340967320732,1,Florida,Tampa
156,8714124000.0,Washington Trust Bank,43.6686553,-116.28039,3.647297552880813,7,Idaho,Garden City
158,8679032000.0,Bank of Baroda,51.5832676,-0.3142343,3.9807606258001234,1,England,London
159,8603944000.0,Stellar Bank,29.731283,-95.418191,0.3152901401100657,12,Texas,Houston
160,8545676000.0,NBH Bank,38.9817531,-112.3232223,83.14683387977152,0,Utah,Fillmore
161,8513074000.0,Amarillo National Bank,35.202689,-101.8360985,9.037367535774768,1,Texas,Amarillo
164,8402764000.0,Origin Bank,29.752754,-95.4103188,1.6326897554100928,13,Texas,Houston
165,8374080000.0,The Bancorp Bank,35.9161464,-88.755219,12.808442246019773,0,Tennessee,Milan
166,8356958000.0,Wintrust Bank,41.9113378,-87.6322319,3.0785091075609534,15,Illinois,Chicago
167,8332439000.0,Woodforest National Bank,29.7151076,-95.316849,2.6010481493686393,8,Texas,Houston
168,8253380000.0,Columbia Bank,47.6695851,-122.385331,8.138096076936339,3,Washington,Seattle
169,8241155000.0,Amerant Bank,25.7975579,-80.3376247,1.6671229841877604,5,Florida,Doral
171,8212813000.0,Principal Bank,53.9588311,-1.0921992,2.252625980808474,1,England,York
172,8211270000.0,Tri Counties Bank,37.744436,-122.4530137,2.412390518240654,12,California,San Francisco
174,7935139000.0,S&T Bank,40.0345879,-75.2162298,7.403484263604776,2,Pennsylvania,Philadelphia
175,7805107000.0,ConnectOne Bank,40.7599997,-73.9205768,0.19268635988146113,38,New York,New York
176,7778728000.0,Flushing Bank,40.7371753,-73.9882851,0.47060381181791106,32,New York,New York
177,7774853000.0,Peoples Bank,41.7272005,-87.5514381,0.0,19,Illinois,Chicago
178,7729854000.0,Nicolet National Bank,44.4839623,-87.9185581,18.203968243903766,0,Wisconsin,Green Bay
180,7584919000.0,Byline Bank,42.0122402,-87.7093399,2.0078018029741567,16,Illinois,Skokie
181,7527967000.0,Centier Bank,39.8690377,-86.0973785,4.698861287045163,6,Indiana,Indianapolis
182,7456463000.0,Amalgamated Bank,40.7596796,-73.937487,1.0817138400088497,36,New York,New York
183,7442509000.0,Pinnacle Bank,36.0776221,-86.9497436,0.0,6,Tennessee,Nashville
184,7418267000.0,1st Source Bank,41.1093433,-85.1154626,5.601200381961097,1,Indiana,Fort Wayne
185,7406232000.0,Union Bank and Trust Company,40.6844946,-76.1948316,0.0,1,Pennsylvania,Pottsville
187,7192623000.0,German American Bank,39.1641277,-86.5162912,1.5902756570255554,2,Indiana,Bloomington
188,7035981000.0,Bank Hapoalim B.M.,32.1678588,34.8431793,45.85889819943285,0,Tel-Aviv District,Herzliya
189,6980349000.0,Sunflower Bank,33.467295,-112.2674576,8.499329743232405,1,Arizona,Phoenix
191,6908488000.0,BankPlus,33.7472214,-90.7208036,0.16682230651336152,1,Mississippi,Cleveland
192,6807136000.0,Lake Forest Bank & Trust Company,32.9094719,-96.7010454,3.2921530771613656,5,Texas,Dallas
193,6791460000.0,Tompkins Community Bank,40.0733279,-75.0759364,0.7600161719562794,5,Pennsylvania,Philadelphia
194,6786553000.0,Univest Bank and Trust Co.,40.1097432,-74.9520428,6.241909164556064,2,Pennsylvania,Bensalem Township
195,6709753000.0,Liberty Bank,41.9244199,-87.7004267,0.0,22,Illinois,Chicago
196,6626112000.0,Hanmi Bank,34.2017643,-118.447216,2.586988208699317,2,California,Los Angeles
197,6621941000.0,Southside Bank,32.7320701,-97.3636185,2.46603612309002,2,Texas,Fort Worth
198,6617174000.0,Central Pacific Bank,21.2827946,-157.8141892,0.43852896702453525,3,Hawaii,East Honolulu
199,6566935000.0,International Bank of Commerce,29.6883964,-95.5869734,0.0,6,Texas,Houston
202,6533737000.0,First Security Bank,35.2519554,-91.7370084,0.0,6,Arkansas,Searcy
203,6526140000.0,Metropolitan Commercial Bank,40.7563918,-73.9802081,0.10165635008803883,31,New York,New York
204,6513746000.0,CrossFirst Bank,38.8831779,-94.6403193,2.7504562121539844,4,Kansas,Leawood
205,6478568000.0,Intrust Bank,37.6932858,-97.2961872,1.4981809731559959,4,Kansas,Wichita
206,6474772000.0,Capitol Federal Savings Bank,39.0496522,-94.586806,1.1142000950350783,10,Missouri,Kansas City
207,6471608000.0,b1BANK,32.5308781,-92.6375784,0.23407530820228048,1,Louisiana,Ruston
209,6336301000.0,Bank of Colorado,39.7449791,-104.987698,0.33516621128536944,3,Colorado,Denver
212,6188196000.0,First Mid Bank & Trust,40.1185276,-88.2442636,3.0689758872539383,2,Illinois,Champaign
213,6181793000.0,Bangor Savings Bank,43.6607926,-70.2675199,0.9186369515318964,4,Maine,Portland
214,6142378000.0,Mizuho Bank (USA),35.7438034,-77.9628985,58.664806414587716,0,North Carolina,Wilson
215,6106400000.0,HomeStreet Bank,34.2249727,-118.4491832,2.586988208699317,1,California,Los Angeles
216,6078374000.0,Preferred Bank,40.7562843,-73.8288479,0.0,17,New York,New York
217,6032420000.0,"RBC Bank, (Georgia)",49.2836188,-123.119488,1.0888892485253012,9,British Columbia,Vancouver
218,5968861000.0,Alpine Bank,39.747663,-104.8780539,5.83866625526742,4,Colorado,Aurora
219,5963532000.0,Lake City Bank,39.9276929,-86.1592357,4.8215944913661595,6,Indiana,Indianapolis
220,5942621000.0,Midland States Bank,42.2696496,-88.9831822,7.41186027646622,1,Illinois,Rockford
221,5870475000.0,First Bank,44.9405611,26.025349,0.0,10,,Ploiești
222,5849495000.0,Heritage Bank,17.2458462,-89.0023818,0.0,4,Cayo District,Spanish Lookout
223,5846175000.0,Horizon Bank,30.2690818,-97.7490349,0.0,5,Texas,Austin
224,5829220000.0,Ocean Bank,25.7965532,-80.320387,1.3799674534026836,5,Florida,Miami
225,5827429000.0,Forbright Bank,39.0489367,-77.1185965,4.937464756590706,1,Maryland,
226,5822039000.0,Pathward,42.3524715,-71.1255496,1.8986546259077186,10,Massachusetts,Boston
227,5774644000.0,Ridgewood Savings Bank,40.7311628,-73.8874552,1.1276010586521215,32,New York,New York
228,5737943000.0,Kearny Bank,40.6681402,-73.9873705,1.800520944262804,46,New York,New York
229,5720907000.0,Bankers Trust Company,40.7076337,-74.010757,0.12236436567060105,47,New York,New York
230,5669983000.0,Poppy Bank,37.3351735,-121.892284,0.12371360420506973,3,California,San Jose
232,5653184000.0,Bank of India,51.5524148,-0.2850211,3.9807606258001234,1,England,London
235,5629458000.0,Stockman Bank of Montana,46.8730312,-113.9981814,0.5407990380218474,1,Montana,Missoula
236,5562685000.0,CNB Bank,39.7167592,-90.2486349,0.0,1,Illinois,Jacksonville
238,5496683000.0,TrustCo Bank,42.8194503,-73.7740702,11.87128193567497,0,New York,Town of Clifton Park
239,5494172000.0,MidWestOne Bank,44.9612056,-93.2928553,1.1651784924505073,12,Minnesota,Minneapolis
240,5486108000.0,Cambridge Savings Bank,42.3731973,-71.1190058,1.5990400870321004,11,Massachusetts,Cambridge
241,5465024000.0,Shore United Bank,38.979963,-76.5261182,19.092007131767154,0,Maryland,Annapolis
242,5463852000.0,Republic Bank & Trust Company,41.9311599,-87.78614,4.508908923001389,14,Illinois,Chicago
243,5423774000.0,Five Star Bank,42.8900795,-78.8739198,0.0,3,New York,Buffalo
246,5311049000.0,Johnson Bank,50.8335441,-0.1262191,7.371388632686306,1,England,Brighton
247,5276650000.0,Middlesex Savings Bank,42.3291125,-71.4355187,10.030963832057195,0,Massachusetts,Framingham
248,5219496000.0,Fremont Bank,37.7788142,-122.3930951,1.254631573136508,12,California,San Francisco
249,5176775000.0,Broadway National Bank,37.8048558,-122.2711297,0.5893134131517386,8,California,Oakland
251,5050310000.0,First American Bank,41.7200075,-87.775515,0.0,4,Illinois,Oak Lawn
255,4975192000.0,Wilson Bank and Trust,36.1559995,-85.4999331,0.16545512705985504,3,Tennessee,Cookeville
258,4925326000.0,Old Second National Bank,41.7585877,-88.3181513,11.03273652995586,0,Illinois,Aurora
259,4878066000.0,Westamerica Bank,38.4520371,-122.7692311,4.3594264192372325,2,California,Santa Rosa
260,4863199000.0,First International Bank & Trust,33.6203445,-111.9086987,1.457453420214039,2,Arizona,Scottsdale
261,4858195000.0,Great Southern Bank,-37.8168153,144.9584973,0.0,1,Victoria,Melbourne
262,4827275000.0,The American National Bank of Texas,32.73674,-96.27765,24.662430185440165,0,Texas,Terrell
263,4814717000.0,SmartBank,30.4155769,-87.2165181,0.9418446382300604,3,Florida,Pensacola
264,4809048000.0,Mid Penn Bank,41.0267624,-78.4376381,46.34170595607662,0,Pennsylvania,Clearfield
265,4749472000.0,CFG Bank,33.973324,-6.8293154,1572.7925976548165,0,,Rabat
266,4735270000.0,Brookline Bank,42.3587184,-71.0568699,0.30234223611977656,8,Massachusetts,Boston
267,4703588000.0,Independent Bank,32.791534,-96.7851045,0.0,3,Texas,Dallas
268,4702210000.0,Heritage Bank of Commerce,37.5469047,-121.9726682,0.0,2,California,Fremont
269,4699650000.0,Mercantile Bank,28.5412149,-81.3791548,0.0737578701859383,3,Florida,Orlando
271,4668611000.0,River City Bank,38.2513217,-85.7612052,0.0,3,Kentucky,Louisville
272,4660164000.0,American National Bank,41.2119969,-96.040349,0.0,25,Nebraska,Ralston
273,4651018000.0,First Financial Bank,39.1391976,-84.4431146,0.0,9,Ohio,Cincinnati
274,4650117000.0,Orrstown Bank,40.4930753,-77.1149789,31.84166944628476,0,Pennsylvania,Howe Township
275,4642972000.0,HarborOne Bank,42.3578564,-71.0533801,0.30234223611977656,8,Massachusetts,Boston
277,4603506000.0,Emigrant Bank,40.7139691,-74.0050766,0.6491005024756132,34,New York,New York
278,4530138000.0,Alerus Financial,47.897524,-97.0674157,3.887911954141556,1,North Dakota,Grand Forks
280,4512865000.0,Equity Bank,-4.3506236,15.3328616,843.6622800959208,0,Kinshasa,Residentiel
281,4509737000.0,Northbrook Bank and Trust Company,36.6317955,-79.394823,0.5915096110625228,1,Virginia,Danville
282,4504652000.0,Morton Community Bank,40.6117973,-89.4601581,1.9370230290816177,1,Illinois,Morton
283,4471419000.0,Southern Bank and Trust Company,14.5546019,121.018642,0.0,13,,Makati
285,4398517000.0,Heartland Bank and Trust Company,39.8378809,-89.6051078,0.0,2,Illinois,Springfield
286,4390641000.0,The Cape Cod Five Cents Savings Bank,41.6635847,-70.2939257,35.54280333175275,0,Massachusetts,Hyannis
288,4373262000.0,Bradesco Bank,-1.298769,-48.4877385,1085.1646333680762,0,Pará,Belém
289,4331202000.0,Needham Bank,52.622738,0.2000524,42.2707506989649,0,England,Fenland District
291,4301664000.0,Enterprise Bank and Trust Company,28.0116691,-82.7107681,19.639127756858258,0,Florida,Safety Harbor
292,4278551000.0,Southern Bank,36.8877484,-76.2955511,0.0,1,Virginia,Norfolk
293,4248815000.0,Third Coast Bank,29.9433471,-93.9885308,22.87176584469471,0,Texas,Port Arthur
294,4201633000.0,Carter Bank & Trust,36.0601092,-79.8812182,5.532550608139369,4,North Carolina,Greensboro
295,4179090000.0,Bridgewater Bank,44.9351467,-93.3367487,1.7226417716669455,11,Minnesota,Saint Louis Park
296,4177801000.0,Northfield Bank,40.6115912,-74.1593147,3.308641218607301,1,New York,New York
298,4137957000.0,Dacotah Bank,43.5471322,-96.6851932,1.3042694138010775,5,South Dakota,Sioux Falls
299,4133389000.0,Firstrust Savings Bank,5.6058925,-0.2470301,3.609468540597238,4,Greater Accra Region,Accra
300,4085958000.0,InterBank,-6.8987823,-79.8407451,761.4446522290388,0,Lambayeque,Etén
301,4083689000.0,First Bank & Trust,33.5224354,-101.8882393,1.368228010679867,9,Texas,Lubbock
302,4002522000.0,Vantage Bank Texas,26.1946451,-98.2310353,5.6930175397409135,1,Texas,McAllen
303,4001676000.0,Stride Bank,35.480527,-97.5144509,1.884515257965163,3,Oklahoma,Oklahoma City
304,3995119000.0,Leader Bank,42.3535343,-71.046615,0.7348382184468598,9,Massachusetts,Boston
305,3968192000.0,Arrow Bank,43.2866687,-73.6396586,16.692489903109742,0,New York,Village of South Glens Falls
306,3910466000.0,First National Bank Texas,30.2764221,-95.4642814,33.18916507834131,0,Texas,Conroe
307,3898869000.0,City Bank,51.711261,-1.9560392,25.777468298663962,0,England,Cotswold District
308,3870948000.0,Texas Bank and Trust Company,29.7365442,-95.3060683,2.6010481493686393,6,Texas,Houston
309,3860052000.0,VeraBank,32.5462339,-94.7303516,6.509847245031419,3,Texas,Longview
310,3849883000.0,Northpointe Bank,39.0957331,-108.599213,3.952834311703485,2,Colorado,Grand Junction
311,3839713000.0,Banesco USA,18.4261124,-66.057701,0.6641194152713844,1,Puerto Rico,San Juan
312,3836863000.0,Coastal Community Bank,47.9798036,-122.2080715,17.792385786618055,0,Washington,Everett
313,3824639000.0,Inwood National Bank,33.1926373,-97.110049,3.4927958629196016,3,Texas,Denton
314,3814385000.0,Monet Bank,10.483637,-66.8881718,14.508740780509546,0,Capital District,Caracas
315,3787781000.0,The Fidelity Bank,19.2957305,-81.3799224,586.8872287693846,0,,George Town
316,3758705000.0,American Business Bank,35.1348874,-106.6087374,3.689266322104475,4,New Mexico,Albuquerque
319,3746231000.0,Five Star Bank,42.8900795,-78.8739198,0.0,3,New York,Buffalo
320,3740581000.0,HomeTrust Bank,35.2120879,-80.8270472,0.5023188018407959,2,North Carolina,Charlotte
321,3734545000.0,First National Bank of America,40.4394921,-80.0009447,0.0,1,Pennsylvania,Pittsburgh
322,3726072000.0,International Bank of Commerce,29.6883964,-95.5869734,0.0,6,Texas,Houston
323,3656733000.0,ChoiceOne Bank,43.1913437,-86.2689059,46.45967176513634,0,Michigan,Roosevelt Park
324,3646426000.0,Southern First Bank,32.7879995,-79.9316746,0.2495465323897606,21,South Carolina,Charleston
325,3585477000.0,Bank of Stockton,37.9566588,-121.2878033,39.481562102004425,0,California,Stockton
326,3580147000.0,First National Bank Alaska,61.2048219,-149.8687793,2.1781492979646178,1,Alaska,Anchorage
327,3550393000.0,First State Community Bank,38.9079875,-92.343855,2.990641037161099,3,Missouri,Columbia
328,3506030000.0,Town Bank,38.9876126,-74.9532299,4.996242739015138,1,New Jersey,Lower Township
329,3494458000.0,The First Bank and Trust Company,28.5405565,-81.3792466,0.0,3,Florida,Orlando
330,3481127000.0,Hills Bank and Trust Company,41.6598806,-91.5350114,3.7976610893379763,3,Iowa,Iowa City
331,3473066000.0,PeoplesBank,39.3385543,-76.5506057,7.8193896519492645,3,Maryland,Baltimore
332,3472637000.0,Citizens First Bank,43.5066903,-90.6686496,0.0,2,Wisconsin,Viola
334,3434961000.0,RCB Bank,35.1427879,33.3739302,5.022308843893299,1,Cyprus,Strovolos
335,3428956000.0,Union Savings Bank,39.9046481,-86.0677277,0.0,5,Indiana,Indianapolis
336,3375906000.0,Gate City Bank,46.9101488,-96.7869698,0.9140189606085369,3,North Dakota,Fargo
337,3360769000.0,"NATIONAL COOPERATIVE BANK, N.A.",26.6605766,87.7000286,261.8588705585675,0,Koshi Province,Damak
338,3345302000.0,California Bank of Commerce,37.5469047,-121.9726682,0.0,2,California,Fremont
339,3341343000.0,First Guaranty Bank,32.9128127,-96.6380463,5.8926692724654135,2,Texas,Garland
340,3328921000.0,West Bank,44.9719278,-93.2463486,1.9870667629213592,14,Minnesota,Minneapolis
341,3328164000.0,Northeast Bank,44.9991437,-93.2689367,0.0,11,Minnesota,Minneapolis
343,3317286000.0,United Community Bank,3.1892015,101.7311394,0.0,5,Kuala Lumpur,Kuala Lumpur
344,3307886000.0,Bank of Marin,38.4390724,-122.7124988,3.5913852252184633,2,California,Santa Rosa
345,3307630000.0,Carrollton Bank,38.58814,-90.2925708,1.2796072856190146,8,Missouri,St. Louis
