rank,total_deposits,bank_name,latitude,longitude,nearest_competitor_distance_km,branch_density_10km,state,city,log_deposits,log_nearest_distance,density_ratio,lat_lon_interaction,anomaly
597,1709809000.0,Fidelity Bank & Trust,42.5160594,-90.7348819,31.823131454749745,0,Iowa,Dubuque,21.259647505900954,3.491133494113148,1709809000.0,-3857.6896285123853,0
598,1707941000.0,Florence Bank,42.3354336,-72.6702947,2.8652487722376887,1,Massachusetts,Northampton,21.25855438897613,1.3520260453594037,853970500.0,-3076.528435964282,0
600,1703394000.0,ESSA Bank & Trust,40.6960039,-75.2571342,29.69009309615033,0,Pennsylvania,Easton,21.255888568885084,3.4239399020630272,1703394000.0,-3062.6646269060234,0
601,1702423000.0,Opportunity Bank of Montana,46.5908657,-112.0138366,0.0,3,Montana,Helena,21.255318367946078,0.0,425605750.0,-5218.821617572345,0
602,1699871000.0,Citizens National Bank,36.0072488,-83.7689636,0.0,2,Tennessee,Knoxville,21.25381820336471,0.0,566623666.6666666,-3016.289914063344,0
605,1684568000.0,Territorial Savings Bank,21.2866537,-157.8133168,0.4385289670245352,3,Hawaii,East Honolulu,21.24477498865148,0.36362104077198565,421142000.0,-3359.317423969992,0
607,1680469000.0,Mabrey Bank,36.1335842,-95.9548954,2.315162861226232,5,Oklahoma,Tulsa,21.242338758663553,1.1985067510060892,280078166.6666667,-3467.194292338093,0
608,1677871000.0,First Citizens Bank,45.5249242,-122.8390145,0.0,1,Oregon,Beaverton,21.24079156539741,0.0,838935500.0,-5592.236823915201,0
610,1674659000.0,Signature Bank,40.7074134,-74.0121793,0.0,47,New York,New York,21.23887540000538,0.0,34888729.166666664,-3012.8443794000227,0
612,1673624000.0,First Fed Bank,43.6599336,-116.3241006,3.647297552880813,5,Idaho,Boise,21.23825717267373,1.5362858792302114,278937333.3333333,-5078.70250827572,0
613,1670867000.0,Tri City National Bank,42.9833263,-87.9477695,3.378441067126523,5,Wisconsin,Milwaukee,21.236608490932415,1.4766927402861632,278477833.3333333,-3780.2876737756883,0
614,1669985000.0,Parke Bank,39.9535665,-75.1576334,0.2106628955045789,7,Pennsylvania,Philadelphia,21.236080481897616,0.19116805711942733,208748125.0,-3002.815504029521,0
615,1667805000.0,Citizens National Bank of Texas,32.3472007,-97.3930595,2.1750711995000844,1,Texas,Cleburne,21.23477422817364,1.1553300571326142,833902500.0,-3150.3928424335422,0
616,1665039000.0,QNB Bank,36.8220445,10.192611,13.619913205523202,0,Tunis,Tunis,21.233114384128505,2.682384517609291,1665039000.0,375.31277581318943,0
617,1654421000.0,Mission Bank,34.6795242,-118.1652063,0.0,1,California,Lancaster,21.226716936225863,0.0,827210500.0,-4097.913131478843,0
618,1652188000.0,SouthPoint Bank,33.4382835,-86.7222984,8.636500798818354,7,Alabama,Birmingham,21.225366307628345,2.265558055052037,206523500.0,-2899.844799670796,0
619,1651093000.0,Timberland Bank,47.186479,-122.4622669,7.594159267908973,1,Washington,Tacoma,21.22470333040089,2.1510828176349976,825546500.0,-5778.563185369245,0
621,1647880000.0,First State Bank,42.3312696,-83.0482988,0.0,35,Michigan,Detroit,21.22275545085537,0.0,45774444.44444445,-3515.539926324156,0
622,1644471000.0,FirstBank Southwest,35.1621527,-101.922288,9.037367535774768,1,Texas,Amarillo,21.22068458950662,2.306314882251779,822235500.0,-3583.8070541893776,0
623,1633038000.0,Beneficial State Bank,47.6144198,-122.3126221,0.2613411018966869,5,Washington,Seattle,21.213707921331466,0.2321755215115568,272173000.0,-5823.844535508158,0
624,1632701000.0,Oakworth Capital Bank,53.8413266,-1.9419575,13.387126042131944,0,England,Bradford,21.213501536191078,2.6663337818514368,1632701000.0,-104.5575680008195,0
625,1632305000.0,Legacy Bank & Trust Company,33.1074111,-96.8407856,3.8928961734536944,3,Texas,Frisco,21.21325896389461,1.587784392677334,408076250.0,-3206.1477001061603,0
626,1631883000.0,First United Bank & Trust,39.6501414,-78.7595838,13.02000257842639,0,Maryland,Cumberland,21.21300040035471,2.6404850655170113,1631883000.0,-3122.8286342751494,0
627,1631694000.0,First State Bank of Uvalde,29.725449,-99.7622062,66.76521845803954,0,Texas,Leakey,21.212884576520864,4.216049061221944,1631694000.0,-2965.476372525584,0
628,1631326000.0,Whitaker Bank,37.9998931,-84.5198472,2.316075423133554,5,Kentucky,Lexington,21.212659018601308,1.1987819822295653,271887666.6666667,-3211.7451584283344,0
630,1627800000.0,Central Bank,37.9323657,58.3751167,0.0,5,,Ashgabat City,21.210495247471542,0.0,271300000.0,2214.306274444577,0
632,1619576000.0,Bank Of Clarke,39.1101388,-77.5532187,34.67413608394956,0,Virginia,Leesburg,21.205430224156235,3.5744259467823527,1619576000.0,-3033.1171477437556,0
633,1618938000.0,Cornerstone Bank,33.862802,-84.4394842,0.0,7,Georgia,Atlanta,21.205036216282338,0.0,202367250.0,-2859.3575344467286,0
634,1612425000.0,Embassy Bank for the Lehigh Valley,40.5177073,-75.5613904,2.973200720687924,1,Pennsylvania,Macungie,21.20100509454478,1.3795719967463231,806212500.0,-3061.5742994082293,0
635,1610029000.0,Kennebunk Savings Bank,43.1442526,-70.6465016,11.73207937941,0,Maine,York,21.199518028824027,2.5441247440383314,1610029000.0,-3047.990510336704,0
636,1605901000.0,First Farmers and Merchants Bank,35.9259371,-86.8656103,0.0,4,Tennessee,Franklin,21.196950807358007,0.0,321180200.0,-3120.728451790912,0
637,1605730000.0,Thomaston Savings Bank,41.6677664,-72.9234622,16.233782636588113,0,,Bristol,21.196844319408395,2.846871564262008,1605730000.0,-3038.55778802883,0
638,1594704000.0,North Dallas Bank & Trust Co.,33.049717,-96.7933385,3.911116853246962,4,Texas,Plano,21.1899539766509,1.5915013809599319,318940800.0,-3198.9924449102045,0
641,1589312000.0,Norway Savings Bank,43.658667,-70.2564848,0.1455937080907244,4,Maine,Portland,21.186567055761675,0.13592302496991973,317862400.0,-3067.3044744737613,0
644,1581591000.0,Chain Bridge Bank,52.9695967,-0.057244,17.93369971480701,0,England,Boston,21.181697139996704,2.9409433880059384,1581591000.0,-3.0321915934948,0
645,1579748000.0,The Conway National Bank,33.7561451,-78.8652743,11.559933084499988,0,South Carolina,Myrtle Beach,21.180531178226946,2.5305118333586623,1579748000.0,-2662.1876426221006,0
646,1578449000.0,Shinhan Bank America,33.8214352,-118.3287759,24.55358321712037,0,California,Torrance,21.179708556919643,3.2407775501480582,1578449000.0,-4002.049026397172,0
647,1576887000.0,Mountain Commerce Bank,36.3835904,-82.4242024,5.014479411286035,5,Tennessee,Johnson City,21.17871848795291,1.7941697972664878,262814500.0,-2998.8884191682973,0
648,1572856000.0,South Atlantic Bank,32.7893916,-79.9295807,0.2495465323897606,21,South Carolina,Charleston,21.176158912649036,0.22278071140758007,71493454.54545455,-2620.8423219961023,0
649,1570557000.0,Great Plains National Bank,46.8867874,-103.199573,31.35104553728672,0,North Dakota,Belfield,21.174696171094904,3.476646339969829,1570557000.0,-4838.696439021781,0
650,1569089000.0,Lincoln Savings Bank,41.5853713,-93.6435786,0.2702081735960192,22,Iowa,Des Moines,21.173761033753916,0.23918080325504257,68221260.86956522,-3894.202985941734,0
651,1568310000.0,"Waterford Bank, N.A.",35.8595031,-78.715313,5.128022927380859,2,North Carolina,Raleigh,21.17326444405301,1.8128721738446167,522770000.0,-2822.69201054097,0
652,1561023000.0,The Farmers & Merchants Bank,38.3926277,-78.811447,0.0,2,Virginia,,21.168607213156545,0.0,520341000.0,-3025.778543169282,0
653,1558261000.0,Hawthorn Bank,54.0571156,-1.163734,11.886483495857888,0,England,Huby,21.166836293471086,2.5561789710321023,1558261000.0,-62.908103365650405,0
655,1552751000.0,North Easton Savings Bank,42.0258478,-71.1182486,2.0509961372543755,1,Massachusetts,Easton,21.163294034066173,1.1154681396748571,776375500.0,-2988.804691466163,0
656,1551330000.0,Bank 7,35.4439936,-99.8936586,19.880991731036968,0,Oklahoma,Sweetwater,21.162378465111402,3.0388392585836783,1551330000.0,-3540.6301960989845,0
657,1543924000.0,The Middlefield Banking Company,41.5858069,-81.2157481,42.415019714082746,0,Ohio,Chardon,21.157593065187285,3.7708054575971017,1543924000.0,-3377.422417725642,0
659,1540164000.0,Newtown Savings Bank,41.2699749,-73.1290262,7.38284593396484,3,,Shelton,21.155154741857693,2.1261874670978154,385041000.0,-3018.0330757354423,0
660,1536950000.0,Regent Bank,53.3188811,-2.2429073,17.690218926322693,0,England,Wilmslow,21.15306577072001,2.9280003349527846,1536950000.0,-119.58930764702204,0
661,1536484000.0,Lead Bank,39.0915155,-94.5834161,0.1895065863570898,10,Missouri,Kansas City,21.152762526854502,0.1735385878259071,139680363.63636363,-3697.4090765160995,0
662,1531328000.0,First Financial Bank,39.1391976,-84.4431146,0.0,9,Ohio,Cincinnati,21.149401170388515,0.0,153132800.0,-3305.0357482888453,0
663,1518979000.0,Peoples Bank,41.7272005,-87.5514381,0.0,19,Illinois,Chicago,21.141304236238028,0.0,75948950.0,-3653.276411662039,0
664,1516777000.0,Country Bank for Savings,34.5869776,-112.3407761,101.72972510472228,0,Arizona,Prescott Valley,21.13985352650725,4.632101511323904,1516777000.0,-3885.527906537315,0
667,1511029000.0,One Bank of Tennessee,36.1602723,-85.5000125,0.4751671546951923,3,Tennessee,Cookeville,21.13605671330233,0.3887713085880453,377757250.0,-3091.703733653404,0
670,1499239000.0,F&M Bank,37.8258332,-122.2090531,0.0,8,California,Oakland,21.128223483651148,0.0,166582111.1111111,-4622.659258090543,0
671,1495374000.0,The Lowell Five Cent Savings Bank,42.6462473,-71.3092115,13.46185996334901,0,Massachusetts,Lowell,21.125642180395268,2.6715148366294725,1495374000.0,-3041.070268397004,0
672,1477925000.0,Commonwealth Business Bank,-30.5143075,151.6678468,362.3046467960408,0,New South Wales,Armidale,21.113904914612526,5.895241729665702,1477925000.0,-4628.0393151180915,1
673,1465832000.0,First Bank of the Lake,38.1456364,-92.6276392,4.093767325980514,2,Missouri,Osage Beach,21.10568883698194,1.6280176994207385,488610666.6666667,-3533.340245513587,0
674,1464251000.0,Bank of Springfield,39.7585851,-89.7161168,0.2290761518641283,1,Illinois,Springfield,21.104609686560362,0.2062627911249452,732125500.0,-3566.985864634339,0
675,1453409000.0,Union County Savings Bank,40.6552399,-74.3089865,11.549913799971712,0,New Jersey,Cranford,21.09717766919217,2.529713797026054,1453409000.0,-3021.0496728833614,0
676,1438505000.0,Chesapeake Bank,37.2827009,-76.7185343,3.237419454456443,1,Virginia,Williamsburg,21.086870217487895,1.4439544647280287,719252500.0,-2860.274167793291,0
678,1436550000.0,Yakima Federal Savings and Loan Association,46.226739,-119.2431808,71.86219247761312,0,Washington,Kennewick,21.085510243296124,4.288569882777592,1436550000.0,-5512.223396371412,0
679,1434678000.0,Virginia National Bank,37.5690596,-77.4744303,2.679998186873576,11,Virginia,Richmond,21.084206271431857,1.3029122594833205,119556500.0,-2910.641489416746,0
680,1429154000.0,Blue Foundry Bank,40.741222,-74.0299621,0.3366464787011103,28,New Jersey,Hoboken,21.080348498457038,0.29016384932018646,49281172.4137931,-3016.0711205676866,0
681,1424475000.0,Kitsap Bank,47.6016433,-122.18595,4.579880190124388,5,Washington,Bellevue,21.077069162432696,1.7191673048588347,237412500.0,-5816.252008171635,0
687,1394686000.0,Availa Bank,41.7487689,-93.6011296,12.460754081851244,0,Iowa,Ankeny,21.055935137994545,2.5997783465589834,1394686000.0,-3907.731928449349,0
688,1394355000.0,Blackhawk Bank & Trust,41.4509135,-90.5722555,10.427572907984814,0,Illinois,Milan,21.05569778042159,2.4360291112502104,1394355000.0,-3754.302728230399,0
689,1391702000.0,Forcht Bank,39.0929753,-84.3867815,3.742246588481547,8,Ohio,Cincinnati,21.053793296198922,1.5565109872362868,154633555.55555555,-3298.930364825997,0
690,1390502000.0,Bank of Travelers Rest,34.8357629,-82.3172207,7.898474617780007,1,South Carolina,Greenville,21.05293067068796,2.18587987078826,695251000.0,-2867.583182892172,0
691,1389190000.0,Commercial Bank of Texas,31.6513407,-94.656302,37.55308182941313,0,Texas,Nacogdoches,21.051986681140566,3.652036040508256,1389190000.0,-2995.998864004091,0
692,1386475000.0,Citizens Tri-County Bank,35.223893,-85.2193092,14.117757770323598,0,Tennessee,Soddy-Daisy,21.050030392565457,2.7158700641409865,1386475000.0,-3001.7558287947154,0
693,1385916000.0,Plumas Bank,40.5892156,-122.357841,1.954851151039,1,California,Redding,21.04962713053844,1.0834482776905392,692958000.0,-4966.408788699519,0
694,1385459000.0,Bank of New England,43.0010311,-71.4641241,0.8877165218994586,2,New Hampshire,Manchester,21.049297330346253,0.6353679091510592,461819666.6666667,-3073.0310229583597,0
695,1381972000.0,Nelnet Bank,1.4376453,31.3493908,184.93306047562888,0,Western Region,Hoima City,21.046777302318205,5.2253867190213095,1381972000.0,45.06930434148324,0
696,1376969000.0,Providence Bank & Trust,41.7523941,-87.6242866,1.6387983307780651,22,Illinois,Chicago,21.04315054445696,0.9703236357978117,59868217.39130435,-3658.523746854549,0
697,1376879000.0,Sutton Bank,54.2363104,-1.2095682,20.14791322414251,0,England,Sutton-under-Whitestonecliffe,21.043085181372312,3.051541235099347,1376879000.0,-65.60251634516929,0
698,1374912000.0,CBI Bank & Trust,41.6921246,-91.5669573,4.460315752781866,3,Iowa,Coralville,21.04165556674418,1.6975066182645422,343728000.0,-3817.6209929944794,0
700,1370746000.0,The Citizens Bank,34.3717148,-89.4967153,0.0,8,Mississippi,Oxford,21.03862095486318,0.0,152305111.1111111,-3076.1555738283964,0
702,1370450000.0,Main Street Bank,33.8101427,-117.9185053,11.939820702475153,0,California,Anaheim,21.03840499073589,2.5603094329083773,1370450000.0,-3986.8414911637065,0
705,1359162000.0,Horicon Bank,44.0324376,-88.589227,1.766628722624571,2,Wisconsin,Oshkosh,21.030134171044793,1.0176295113263845,453054000.0,-3900.799609909735,0
706,1353694000.0,Volunteer Bank,35.8435714,-86.4927253,6.163773576695331,1,Tennessee,Murfreesboro,21.026102989588242,1.9690368779892415,676847000.0,-3100.2081748711366,0
707,1349607000.0,Cornerstone Bank,33.862802,-84.4394842,0.0,7,Georgia,Atlanta,21.02307927664553,0.0,168700875.0,-2859.3575344467286,0
708,1349012000.0,Security Federal Bank,34.0104173,-81.0391998,0.1012385622837599,8,South Carolina,Columbia,21.02263831035188,0.09643551209287217,149890222.2222222,-2756.177002856077,0
709,1345743000.0,Bank of Bird-in-Hand,40.1714559,-76.381701,11.7514486645689,0,Pennsylvania,Manheim,21.020212114574427,2.5456448859005887,1345743000.0,-3068.364133288486,0
710,1345096000.0,Kennebec Savings Bank,44.311519,-69.7797346,43.29547998888968,0,Maine,Augusta,21.019731223661232,3.79088263999198,1345096000.0,-3092.046035542857,0
711,1345001000.0,Bankhometown,41.8053033,-71.8837909,23.55061011390204,0,,Killingly,21.019660594237855,3.20073670582183,1345001000.0,-3005.1236809282796,0
712,1344738000.0,Landmark National Bank,39.0297736,-95.7647238,1.9539625507277516,3,Kansas,Topeka,21.019465036229704,1.083147506550071,336184500.0,-3737.6754887805314,0
715,1340390000.0,Bonvenu Bank,32.5290577,-93.7110002,5.641087829394442,2,Louisiana,Bossier City,21.016226454086087,1.8932757797977968,446796666.6666667,-3048.3305326305117,0
716,1339532000.0,First National Bank of Central Texas,31.6291678,-97.2437503,11.732136855220636,0,Texas,Waco,21.01558613692113,2.5441292582798147,1339532000.0,-3075.7388957400003,0
717,1339421000.0,Journey Bank,41.0562345,-76.2344272,32.48186353320084,0,Pennsylvania,Berwick,21.015503268725993,3.511003905159495,1339421000.0,-3129.8985200963784,0
718,1334858000.0,Citizens Bank and Trust,44.8676071,-94.3764273,0.215538699869522,3,Minnesota,Hutchinson,21.012090756849194,0.1951873529093429,333714500.0,-4234.444459598114,0
719,1333884000.0,Androscoggin Savings Bank,44.0949514,-70.2311144,43.29547998888968,0,Maine,Auburn,21.011360824886857,3.79088263999198,1333884000.0,-3096.83757623584,0
722,1326113000.0,Watertown Savings Bank,42.3765688,-71.2359348,0.0,4,Massachusetts,Waltham,21.005517944536123,0.0,265222600.0,-3018.734492084514,0
724,1325031000.0,Colorado Federal Savings Bank,39.5892422,-104.8323441,0.2879553878991146,4,Colorado,Centennial,21.004701693092024,0.2530559903580068,265006200.0,-4150.233060968641,0
725,1323253000.0,American Bank of Commerce,30.3907411,-97.7134342,0.6463403392969496,4,Texas,Austin,21.0033589366008,0.4985548483765348,264650600.0,-2969.5836807640853,0
726,1322577000.0,Southern Michigan Bank & Trust,41.9243106,-84.6348662,0.6333692063589046,1,Michigan,Hillsdale,21.002847943820314,0.4906448792841668,661288500.0,-3548.258418158242,0
727,1321719000.0,FFB Bank,48.1845987,11.1164514,319.20234434175524,0,Bavaria,Adelshofen,21.00219899980689,5.768953122027865,1321719000.0,535.6417496770532,0
728,1321617000.0,Independent Bank,32.791534,-96.7851045,0.0,3,Texas,Dallas,21.002121824601033,0.0,330404250.0,-3173.732044905303,0
729,1317106000.0,Morris Bank,32.5415919,-82.9478804,38.22571385633893,0,Georgia,Dublin,20.9987027431809,3.669332497467873,1317106000.0,-2699.2560729468087,0
730,1306091000.0,Century Bank,30.6938927,-88.1260672,0.0,2,Alabama,Mobile,20.990304544546216,0.0,435363666.6666667,-2704.932050709789,0
731,1303730000.0,First State Bank,42.3312696,-83.0482988,0.0,35,Michigan,Detroit,20.98849522456429,0.0,36214722.222222224,-3515.539926324156,0
732,1302331000.0,Kish Bank,40.7855568,-77.8324393,2.5685885758514173,1,Pennsylvania,State College,20.987421573461482,1.2721701607130367,651165500.0,-3174.4393739527027,0
733,1298331000.0,Meredith Village Savings Bank,43.5245045,-71.46696,34.18232377410501,0,New Hampshire,Laconia,20.984345431193752,3.560543790968346,1298331000.0,-3110.56402212132,0
734,1296438000.0,Pegasus Bank,32.9091588,-96.8060615,7.915917191072749,4,Texas,Dallas,20.982886341514185,2.1878381278035905,259287600.0,-3185.8060507060663,0
735,1296260000.0,East Cambridge Savings Bank,42.3732736,-71.0995406,1.5990400870321004,10,Massachusetts,Cambridge,20.98274903281094,0.9551421795619897,117841818.18181819,-3012.7202866781076,0
736,1294307000.0,Community Bank,43.4769365,-75.3198885,0.0,10,New York,Village of Boonville,20.981241254499484,0.0,117664272.72727273,-3274.6780095015806,0
738,1290895000.0,Alma Bank,40.6223078,-74.0257356,0.5922436427730837,29,New York,New York,20.97860161397738,0.4651441176553596,43029833.333333336,-3007.096216664618,0
739,1290552000.0,Relyance Bank,34.7476538,-92.3979313,2.558752749143679,2,Arkansas,Little Rock,20.978335871545518,1.2694101321124263,430184000.0,-3210.611328648584,0
741,1288587000.0,Bluestone Bank,41.8795391,-70.9231407,22.912776096948697,0,Massachusetts,Lakeville,20.976812106925866,3.1744128808345273,1288587000.0,-2970.228444040452,0
742,1286318000.0,CorTrust Bank,43.351951,-97.4364841,29.05616516498949,0,South Dakota,Freeman,20.975049711353574,3.403067803498434,1286318000.0,-4224.061684315479,0
743,1286005000.0,Peoples Bank of Alabama,33.6185885,-86.6108362,21.857950256313696,0,Alabama,Trussville,20.974806351556765,3.1292989892683702,1286005000.0,-2911.7340618487037,0
744,1284785000.0,First National Bank of Pulaski,34.7245925,-86.5979426,0.0,3,Alabama,Huntsville,20.97385722689809,0.0,321196250.0,-3007.0782681233904,0
746,1282177000.0,Northfield Savings Bank,44.1483376,-72.6560392,52.75086791189872,0,Vermont,Northfield,20.97182525221727,3.9843598140755234,1282177000.0,-3207.6433472804333,0
749,1274909000.0,Washington Financial Bank,40.1695716,-80.2454263,22.070987554449317,0,Pennsylvania,Washington,20.96614064124501,3.138575878137672,1274909000.0,-3223.4243973303733,0
750,1271769000.0,Pathfinder Bank,43.0486082,-76.1527952,0.2527864408356032,2,New York,City of Syracuse,20.9636746823851,0.2253702231080308,423923000.0,-3278.2718438996403,0
752,1264939000.0,The Cecilian Bank,37.7357844,-85.8888993,11.34591100361426,0,Kentucky,Elizabethtown,20.95828973740989,2.5133249154258994,1264939000.0,-3241.0849863381113,0
753,1263808000.0,Ives Bank,41.4386632,-73.408239,29.91590521014744,0,,Brookfield,20.957395223190378,3.4312707831947513,1263808000.0,-3041.939292026105,0
756,1256886000.0,Sabine State Bank and Trust Company,31.6337536,-93.6429865,77.49237455658712,0,Louisiana,Zwolle,20.951903071113254,4.363001480663492,1256886000.0,-2962.2791613091263,0
757,1249700000.0,Farmers State Bank,35.0916219,-92.4415866,0.0,23,Arkansas,Conway,20.946169360256203,0.0,52070833.333333336,-3243.9252048033063,0
758,1243658000.0,BankFinancial,41.7882615,-87.603784,2.677670707898737,22,Illinois,Chicago,20.941322874656006,1.3022795919670838,54072086.95652174,-3660.8098341815157,0
759,1243087000.0,Park State Bank,43.043244,-87.9080198,0.6180265242582568,6,Wisconsin,Milwaukee,20.94086363978506,0.48120721173942105,177583857.14285713,-3783.8463458082315,0
760,1242783000.0,Waukesha State Bank,43.01234,-88.233307,20.08411598373007,0,Wisconsin,Waukesha,20.940619057404426,3.0485199600084725,1242783000.0,-3795.12100000838,0
761,1242673000.0,First National Bank,40.5530732,-105.1183686,0.0,19,Colorado,Fort Collins,20.9405305424599,0.0,62133650.0,-4262.872896500381,0
762,1242174000.0,Sterling Bank,37.7631135,-122.4847657,0.0,12,California,San Francisco,20.94012890806848,0.0,95551846.15384616,-4625.406109150007,0
763,1239534000.0,Riverview Bank,45.6195194,-122.4765026,13.30531802681008,0,Washington,Vancouver,20.938001340285556,2.6606313581186387,1239534000.0,-5587.31918640485,0
764,1238313000.0,Community State Bank,41.6272898,-93.5998944,0.0,21,Iowa,Des Moines,20.93701580720152,0.0,56286954.54545455,-3896.309929438197,0
765,1237300000.0,US Metro Bank,34.032522,-118.2506531,1.4641038512474214,5,California,Los Angeles,20.936197423992414,0.9018281922049388,206216666.66666666,-4024.367953140118,0
766,1237201000.0,Security Bank and Trust Company,29.3109,-96.09997,0.0,1,Texas,Wharton,20.936117407859893,0.0,618600500.0,-2816.776610673,0
767,1235699000.0,International Finance Bank,35.1457278,129.0667134,318.7168364612688,0,,Busan,20.934902639625438,5.767435717992454,1235699000.0,4536.143577197013,1
769,1218817000.0,Alliance Bank,50.4410463,30.6199308,0.0,5,,Kyiv,20.921146553944737,0.0,203136166.66666666,1544.501347185596,0
770,1217655000.0,Ameriserv Financial Bank,40.4804592,-78.7353838,23.15481733680865,0,Pennsylvania,Ebensburg,20.920192715700633,3.1844838358502114,1217655000.0,-3187.2444915122405,0
771,1216964000.0,Armed Forces Bank,38.8745047,-77.0793834,4.532217167486337,14,Virginia,,20.919625070399263,1.7105886696274974,81130933.33333333,-2996.422852256402,0
772,1216547000.0,First Savings Bank,31.7641166,-106.4922522,0.0,2,Texas,El Paso,20.91928235569303,0.0,405515666.6666667,-3382.6323158774067,0
773,1216251000.0,First National Bank,40.5530732,-105.1183686,0.0,19,Colorado,Fort Collins,20.919039014485733,0.0,60812550.0,-4262.872896500381,0
774,1214960000.0,First American Bank and Trust,30.0137209,-90.240569,3.651865745121943,3,Louisiana,Kenner,20.91797699220936,1.5372683746359181,303740000.0,-2708.4552518231917,0
776,1212480000.0,InBank,38.7920536,-104.8001222,2.053007151969069,6,Colorado,Colorado Springs,20.915933686619265,1.116127056353688,173211428.57142857,-4065.4119576689504,0
777,1211808000.0,The Park Bank,53.1615775,-2.20316,12.850023976182332,0,England,Congleton,20.91537929702805,2.6282869637641473,1211808000.0,-117.1234610849,0
778,1211571000.0,First Commerce Bank,40.2510804,-74.5643783,0.0,2,New Jersey,Robbinsville Township,20.9151837023641,0.0,403857000.0,-3001.2967859293153,0
779,1205990000.0,First State Bank,42.3312696,-83.0482988,0.0,35,Michigan,Detroit,20.910566644172256,0.0,33499722.222222224,-3515.539926324156,0
780,1205915000.0,Farmers & Merchants Bank,30.8839432,-83.285577,0.0,7,Georgia,Valdosta,20.910504452668064,0.0,150739375.0,-2572.1870294472265,0
781,1205337000.0,North State Bank,35.8140264,-78.7058634,5.128022927380859,2,North Carolina,Raleigh,20.910025033668646,1.8128721738446167,401779000.0,-2818.773869642394,0
782,1204428000.0,Signature Bank of Arkansas,36.1208275,-94.1184665,1.577418678978571,9,Arkansas,Fayetteville,20.909270603222225,0.9467883860634652,120442800.0,-3399.6368930110284,0
783,1203808000.0,American Heritage Bank,40.0766028,-75.0837766,0.0,5,Pennsylvania,Philadelphia,20.908755703508756,0.0,200634666.66666666,-3009.1026915221346,0
784,1203222000.0,BankProv,43.0767446,-70.7610881,0.3227893334837835,2,New Hampshire,Portsmouth,20.908268796398257,0.2797426385034702,401074000.0,-3048.1573197017988,0
785,1200272000.0,Ulster Savings Bank,41.9332578,-74.0192247,0.1145188591559553,2,New York,City of Kingston,20.90581403555517,0.10842279533000748,400090666.6666667,-3103.8672315012273,0
786,1198506000.0,American State Bank,33.5347336,-101.8887216,0.0,9,Texas,Lubbock,20.904341618918377,0.0,119850600.0,-3416.811135700566,0
788,1197173000.0,Gateway First Bank,36.5459788,-98.2702667,61.77638296038079,0,Oklahoma,Helena,20.903228781901017,4.139578935233174,1197173000.0,-3591.3830834885457,0
789,1197137000.0,Fortis Bank,50.9471384,5.3478526,341.051854671289,0,Limburg,Hasselt,20.903198710607015,5.834962347415049,1197137000.0,272.45778655499987,0
790,1194805000.0,PrimeSouth Bank,31.2148341,-81.483631,10.510015019290703,0,Georgia,Brunswick,20.901248829935234,2.443217527623531,1194805000.0,-2543.498023530617,0
792,1190074000.0,North American Banking Company,44.9130473,-93.3288937,0.8380281666588142,10,Minnesota,Minneapolis,20.897281327850685,0.6086933484400212,108188545.45454545,-4191.685017204772,0
793,1189367000.0,1st Summit Bank,40.3240761,-78.9159477,23.15481733680865,0,Pennsylvania,Johnstown,20.896687070611094,3.1844838358502114,1189367000.0,-3182.21268055842,0
795,1188588000.0,Chelsea Groton Bank,41.3488832,-72.1060651,9.323413386121862,1,Connecticut,New London,20.896031885776047,2.334414459835388,594294000.0,-2981.5052638314964,0
796,1185295000.0,Union Bank,7.4073307,3.9100162,0.0,3,Oyo State,Ibadan,20.893257526543156,0.0,296323750.0,28.96278303575734,0
797,1184737000.0,Dakota Community Bank & Trust,46.9006488,-102.0460059,56.35762590342275,0,North Dakota,Hebron,20.892786646816774,4.049305806024457,1184737000.0,-4786.023884158628,0
798,1184669000.0,Guardian Savings Bank,38.0207702,-84.5280758,2.4307898502919008,5,Kentucky,Lexington,20.892729248464644,1.23279051172119,197444833.33333334,-3213.8225454399812,0
800,1184260000.0,Chambers Bank,36.119602,-94.1359626,0.3834087240810853,9,Arkansas,Fayetteville,20.892383944739866,0.3245505434251867,118426000.0,-3400.1535029988854,0
801,1176257000.0,International Bank of Commerce,29.6883964,-95.5869734,0.0,6,Texas,Houston,20.885603200812145,0.0,168036714.2857143,-2837.823956975456,0
803,1168932000.0,First Financial Northwest Bank,47.6198557,-122.1311525,4.579880190124388,1,Washington,Bellevue,20.879356349224388,1.7191673048588347,584466000.0,-5815.867858524694,0
804,1168629000.0,First Texas Bank,31.0800338,-97.7224495,0.0,1,Texas,Killeen,20.87909710465157,0.0,584314500.0,-3037.217033478793,0
805,1167692000.0,Exchange Bank,41.2611721,-96.0401116,0.0,7,Nebraska,Omaha,20.878294988804104,0.0,145961500.0,-3962.7275732308067,0
806,1166292000.0,First National Bank of Tennessee,36.1545119,-85.4999744,0.165455127059855,3,Tennessee,Cookeville,20.877095323196535,0.15311167773134599,291573000.0,-3091.2098418944956,0
807,1165457000.0,Dieterich Bank,38.7774483,-89.987465,3.1576057488438285,2,Illinois,Edwardsville,20.876379122580623,1.4249393674424813,388485666.6666667,-3489.4842716855596,0
808,1161824000.0,Meadows Bank,53.5748509,-2.3144352,12.74179480311608,0,England,Radcliffe,20.873257021770332,2.620441904399894,1161824000.0,-123.99552075771169,0
